timestamp,isNeg,taxel_id,adc
1623993589.5517662,0,26,871
1623993589.5519726,0,26,592
1623993589.5680537,0,26,419
1623993589.5836525,0,26,353
1623993589.583818,0,28,733
1623993589.5840158,0,26,296
1623993589.5842977,0,28,504
1623993589.599749,0,26,243
1623993589.5999448,0,28,381
1623993589.5999606,0,26,228
1623993589.6158357,0,28,343
1623993589.6158543,0,28,333
1623993589.6321988,0,26,236
1623993589.6326847,0,28,331
1623993589.647745,0,28,332
1623993589.6480882,0,26,230
1623993589.6482487,0,28,340
1623993589.664082,0,26,220
1623993589.6641064,0,28,337
1623993589.664284,0,26,215
1623993589.6643333,0,28,336
1623993589.6799128,0,26,218
1623993589.6800547,0,28,338
1623993589.6800692,0,26,222
1623993589.69627,0,28,336
1623993589.6965837,0,26,234
1623993589.6968062,0,28,337
1623993589.7118325,0,26,243
1623993589.7121048,0,28,339
1623993589.727851,0,28,342
1623993589.728003,0,26,241
1623993589.7439885,0,26,237
1623993589.7441404,0,28,341
1623993589.7443008,0,26,232
1623993589.7443173,0,28,343
1623993589.7603421,0,26,229
1623993589.7605665,0,28,344
1623993589.776013,0,28,348
1623993589.7761443,0,26,226
1623993589.7761602,0,28,345
1623993589.7918997,0,26,225
1623993589.7919137,0,28,347
1623993589.808012,0,28,349
1623993589.8081312,0,26,222
1623993589.808154,0,28,363
1623993589.8243074,0,26,221
1623993589.8245382,0,28,361
1623993589.8248055,0,26,219
1623993589.8249385,0,28,368
1623993589.8397381,0,26,220
1623993589.839926,0,28,383
1623993589.8400674,0,26,223
1623993589.855801,0,28,426
1623993589.8559864,0,26,230
1623993589.85615,0,28,462
1623993589.8562565,0,29,661
1623993589.8718123,0,26,243
1623993589.8721468,0,28,492
1623993589.872409,0,29,508
1623993589.872442,0,26,254
1623993589.8878248,0,28,509
1623993589.8884606,0,29,474
1623993589.888658,0,26,257
1623993589.8890288,0,28,546
1623993589.8891926,0,29,465
1623993589.9039247,0,26,253
1623993589.9040194,0,28,690
1623993589.9040987,0,29,453
1623993589.9043865,0,26,245
1623993589.9045296,0,28,949
1623993589.9047427,0,29,346
1623993589.919892,0,26,243
1623993589.9199128,0,28,1008
1623993589.9200737,0,29,256
1623993589.9202993,0,26,248
1623993589.9359717,0,28,1020
1623993589.9360983,0,29,224
1623993589.9362311,0,26,275
1623993589.9363725,0,28,1022
1623993589.936414,0,29,204
1623993589.952305,0,26,304
1623993589.9525826,0,28,1023
1623993589.9527693,0,29,196
1623993589.9529943,0,26,312
1623993589.9676402,0,29,193
1623993589.9679666,0,26,310
1623993589.96798,0,29,191
1623993589.9839325,0,26,308
1623993589.9840856,0,29,189
1623993589.9842596,0,26,301
1623993589.9842787,0,29,188
1623993589.9997709,0,26,295
1623993590.0000312,0,29,186
1623993590.0001273,0,26,300
1623993590.0156493,0,29,184
1623993590.0164745,0,26,303
1623993590.0166318,0,29,183
1623993590.0317438,0,26,304
1623993590.032012,0,29,182
1623993590.0322244,0,26,306
1623993590.0477853,0,29,181
1623993590.0479827,0,26,300
1623993590.0481486,0,29,180
1623993590.0638962,0,26,289
1623993590.064092,0,29,179
1623993590.0643046,0,26,276
1623993590.079733,0,26,267
1623993590.0805862,0,29,176
1623993590.0807428,0,26,263
1623993590.0958066,0,29,164
1623993590.0960383,0,26,259
1623993590.0961833,0,29,151
1623993590.1117308,0,26,257
1623993590.111955,0,29,143
1623993590.127785,0,29,137
1623993590.1279986,0,26,250
1623993590.1281476,0,29,133
1623993590.1438951,0,26,238
1623993590.1447952,0,29,131
1623993590.1449292,0,26,229
1623993590.1450622,0,29,130
1623993590.1598542,0,26,227
1623993590.1599376,0,29,129
1623993590.1601007,0,26,224
1623993590.1760185,0,29,128
1623993590.1760392,0,29,126
1623993590.1920984,0,29,124
1623993590.1921108,0,26,223
1623993590.2082424,0,26,222
1623993590.2240431,0,26,220
1623993590.2240608,0,29,123
1623993590.224217,0,26,219
1623993590.2244093,0,29,125
1623993590.2398415,0,26,218
1623993590.239946,0,29,124
1623993590.2400227,0,26,217
1623993590.2558136,0,26,216
1623993590.2560334,0,24,903
1623993590.2561195,0,29,125
1623993590.272331,0,24,767
1623993590.2725644,0,29,126
1623993590.2727456,0,26,217
1623993590.2729135,0,24,737
1623993590.2880769,0,26,216
1623993590.2880886,0,24,727
1623993590.3042846,0,24,712
1623993590.3043087,0,29,125
1623993590.3043175,0,24,705
1623993590.3198278,0,24,709
1623993590.3360846,0,24,691
1623993590.3364358,0,26,217
1623993590.3365574,0,24,683
1623993590.3516474,0,26,218
1623993590.3518355,0,24,692
1623993590.3520257,0,26,217
1623993590.3522756,0,24,706
1623993590.367983,0,26,213
1623993590.367996,0,24,694
1623993590.3838558,0,26,209
1623993590.3839471,0,24,655
1623993590.3841112,0,26,208
1623993590.3842616,0,24,629
1623993590.4003818,0,26,207
1623993590.4006548,0,24,594
1623993590.4009042,0,26,208
1623993590.4159396,0,24,540
1623993590.4161098,0,29,126
1623993590.4162815,0,26,209
1623993590.4165328,0,24,473
1623993590.43179,0,24,427
1623993590.4319704,0,29,129
1623993590.4322276,0,24,394
1623993590.4478252,0,29,131
1623993590.447998,0,26,204
1623993590.4482565,0,24,344
1623993590.4483016,0,29,133
1623993590.464211,0,26,199
1623993590.4645135,0,24,295
1623993590.4647276,0,26,196
1623993590.4650245,0,24,272
1623993590.4798625,0,26,191
1623993590.4799743,0,24,258
1623993590.4800055,0,26,184
1623993590.4959176,0,24,244
1623993590.4960654,0,29,134
1623993590.4961467,0,26,179
1623993590.4962373,0,24,237
1623993590.4963827,0,29,133
1623993590.511915,0,26,175
1623993590.5120068,0,24,231
1623993590.5120516,0,26,172
1623993590.5122027,0,24,229
1623993590.528009,0,26,171
1623993590.528611,0,29,132
1623993590.5437949,0,26,169
1623993590.5439622,0,24,227
1623993590.5441048,0,26,168
1623993590.5442572,0,24,224
1623993590.5598664,0,24,213
1623993590.5599709,0,26,170
1623993590.5759943,0,24,197
1623993590.576045,0,29,133
1623993590.5761542,0,26,173
1623993590.5762901,0,24,178
1623993590.576446,0,29,134
1623993590.5923736,0,26,170
1623993590.5925498,0,24,169
1623993590.592866,0,29,135
1623993590.5929384,0,26,168
1623993590.593102,0,24,165
1623993590.608139,0,26,166
1623993590.6081505,0,24,162
1623993590.6081717,0,29,136
1623993590.623888,0,24,161
1623993590.6240282,0,29,135
1623993590.6240435,0,24,159
1623993590.6399167,0,24,158
1623993590.6399858,0,26,165
1623993590.6558132,0,24,157
1623993590.6566408,0,29,136
1623993590.6568038,0,26,163
1623993590.6718621,0,26,162
1623993590.671879,0,24,156
1623993590.6718905,0,24,154
1623993590.6878057,0,26,161
1623993590.6879356,0,24,151
1623993590.687949,0,29,137
1623993590.703676,0,26,163
1623993590.7038682,0,24,148
1623993590.7040532,0,26,169
1623993590.7042346,0,24,145
1623993590.7044327,0,29,138
1623993590.7201798,0,24,141
1623993590.7204602,0,29,139
1623993590.7360728,0,24,136
1623993590.7362003,0,29,140
1623993590.7363002,0,26,176
1623993590.7363913,0,24,132
1623993590.7364438,0,29,141
1623993590.7520049,0,24,131
1623993590.7520263,0,29,143
1623993590.768002,0,29,145
1623993590.768125,0,26,175
1623993590.768136,0,29,147
1623993590.7838104,0,26,172
1623993590.784632,0,29,150
1623993590.784654,0,26,171
1623993590.7848604,0,24,130
1623993590.7850273,0,29,151
1623993590.7999153,0,26,169
1623993590.8000138,0,24,129
1623993590.800112,0,29,152
1623993590.80022,0,26,166
1623993590.8159318,0,24,128
1623993590.8159518,0,29,153
1623993590.8319638,0,26,165
1623993590.8321142,0,29,154
1623993590.8322756,0,26,163
1623993590.8323095,0,24,129
1623993590.8484302,0,26,162
1623993590.8486047,0,24,128
1623993590.863996,0,26,161
1623993590.864166,0,29,153
1623993590.864181,0,26,160
1623993590.8958495,0,24,127
1623993590.8959513,0,26,165
1623993590.8960602,0,29,152
1623993590.9124928,0,26,168
1623993590.9127455,0,24,129
1623993590.9130065,0,29,154
1623993590.9131453,0,24,140
1623993590.9279032,0,29,152
1623993590.9279492,0,26,171
1623993590.9280443,0,24,156
1623993590.9281936,0,29,149
1623993590.9440188,0,26,176
1623993590.944193,0,24,160
1623993590.944498,0,29,148
1623993590.9445174,0,26,182
1623993590.9445376,0,29,147
1623993590.9597135,0,26,189
1623993590.9599187,0,24,165
1623993590.960094,0,26,192
1623993590.976196,0,24,179
1623993590.9767594,0,29,148
1623993590.9769714,0,26,191
1623993590.9771452,0,24,186
1623993590.9772105,0,29,147
1623993590.9919744,0,26,194
1623993590.9921896,0,24,192
1623993590.992211,0,24,189
1623993591.0079706,0,29,145
1623993591.0080805,0,26,193
1623993591.0084045,0,24,186
1623993591.0084162,0,29,144
1623993591.023694,0,26,192
1623993591.0239036,0,24,194
1623993591.0241292,0,29,146
1623993591.0242822,0,26,195
1623993591.0244315,0,24,205
1623993591.024576,0,29,149
1623993591.0400164,0,26,196
1623993591.040651,0,24,216
1623993591.0408907,0,29,151
1623993591.0411487,0,26,203
1623993591.05579,0,24,223
1623993591.0559,0,29,150
1623993591.0560453,0,26,197
1623993591.056158,0,24,231
1623993591.0563257,0,29,148
1623993591.071779,0,26,186
1623993591.0719051,0,24,249
1623993591.0721042,0,29,150
1623993591.072224,0,26,187
1623993591.0724006,0,24,257
1623993591.0877955,0,29,151
1623993591.0879495,0,26,208
1623993591.0881035,0,24,254
1623993591.1035712,0,26,225
1623993591.1043992,0,24,258
1623993591.1045687,0,29,149
1623993591.1047523,0,24,254
1623993591.1048913,0,29,148
1623993591.1196768,0,26,226
1623993591.1197917,0,24,262
1623993591.120004,0,29,150
1623993591.1200209,0,26,229
1623993591.1356087,0,24,274
1623993591.1358082,0,29,152
1623993591.1360302,0,26,226
1623993591.1361222,0,24,281
1623993591.1362743,0,29,151
1623993591.1516926,0,26,222
1623993591.1518583,0,24,299
1623993591.1520193,0,29,149
1623993591.1522267,0,26,223
1623993591.1522872,0,24,315
1623993591.1681783,0,29,147
1623993591.1685705,0,24,300
1623993591.168731,0,29,148
1623993591.1837683,0,26,225
1623993591.1839418,0,24,277
1623993591.1840675,0,24,267
1623993591.1998143,0,26,224
1623993591.199958,0,24,275
1623993591.200114,0,29,147
1623993591.2002678,0,26,222
1623993591.2157183,0,24,289
1623993591.2158675,0,29,146
1623993591.2160351,0,26,220
1623993591.2161586,0,24,294
1623993591.2163265,0,29,147
1623993591.2317095,0,26,221
1623993591.2325263,0,24,288
1623993591.232769,0,26,215
1623993591.2330654,0,24,292
