timestamp,isNeg,taxel_id,adc
1624274039.1199963,0,49,1023
1624274039.1202288,0,49,1023
1624274039.1361394,0,49,1023
1624274039.152276,0,49,1023
1624274039.15229,0,49,1023
1624274039.1682096,0,49,1023
1624274039.183903,0,49,959
1624274039.1840887,0,49,1012
1624274039.2005253,0,49,677
1624274039.200823,0,49,676
1624274039.2322867,0,49,941
1624274039.2647455,0,49,679
1624274039.2800257,0,49,1021
1624274039.28018,0,49,678
1624274039.2961447,0,49,679
1624274039.3121178,0,49,684
1624274039.3123617,0,49,170
1624274039.3279705,0,49,684
1624274039.3441317,0,49,142
1624274039.3442292,0,49,146
1624274039.3599298,0,49,148
1624274039.360102,0,49,145
1624274039.3761203,0,49,686
1624274039.3921924,0,49,140
1624274039.393079,0,49,139
1624274039.4082434,0,49,137
1624274039.4241817,0,49,134
1624274039.4243257,0,54,1022
1624274039.4245598,0,49,131
1624274039.4246988,0,54,1017
1624274039.4399946,0,49,129
1624274039.4401581,0,54,1009
1624274039.4567342,0,54,963
1624274039.4569523,0,49,130
1624274039.4573376,0,54,901
1624274039.4722142,0,49,129
1624274039.4724092,0,54,911
1624274039.4724398,0,54,863
1624274039.4880853,0,49,128
1624274039.4882376,0,54,881
1624274039.5043304,0,54,821
1624274039.5043616,0,49,127
1624274039.5044014,0,54,807
1624274039.520041,0,54,751
1624274039.5207078,0,49,126
1624274039.5362473,0,54,674
1624274039.536265,0,49,127
1624274039.5363655,0,54,616
1624274039.5522933,0,49,126
1624274039.5524385,0,54,564
1624274039.5525572,0,49,120
1624274039.5527,0,54,527
1624274039.5682416,0,49,112
1624274039.5682633,0,54,526
1624274039.584759,0,49,106
1624274039.5850887,0,54,533
1624274039.585319,0,49,104
1624274039.58551,0,54,515
1624274039.5999835,0,49,103
1624274039.6001747,0,54,504
1624274039.6003695,0,49,101
1624274039.6159916,0,54,497
1624274039.6162932,0,49,99
1624274039.6163373,0,54,494
1624274039.63218,0,54,476
1624274039.6324453,0,49,98
1624274039.6325884,0,54,440
1624274039.6482215,0,49,97
1624274039.6640694,0,49,95
1624274039.664088,0,54,454
1624274039.6801844,0,49,94
1624274039.6802063,0,54,451
1624274039.6803427,0,44,981
1624274039.6962376,0,44,930
1624274039.6963544,0,49,93
1624274039.6963818,0,54,460
1624274039.6965227,0,44,846
1624274039.7125654,0,49,94
1624274039.712781,0,54,463
1624274039.713111,0,44,789
1624274039.7134736,0,49,93
1624274039.7136471,0,54,475
1624274039.7280583,0,44,737
1624274039.728219,0,49,94
1624274039.7282434,0,54,467
1624274039.7283874,0,44,585
1624274039.7441733,0,49,92
1624274039.7444525,0,54,475
1624274039.7448719,0,44,520
1624274039.744897,0,49,89
1624274039.744996,0,54,473
1624274039.760415,0,44,442
1624274039.7605727,0,49,84
1624274039.7605932,0,54,453
1624274039.760783,0,44,391
1624274039.760915,0,49,83
1624274039.7766488,0,54,435
1624274039.7769647,0,44,325
1624274039.7772505,0,49,81
1624274039.7774436,0,54,412
1624274039.7774892,0,44,300
1624274039.7919753,0,54,401
1624274039.7920437,0,44,294
1624274039.7922812,0,49,80
1624274039.7922983,0,54,391
1624274039.8081055,0,44,288
1624274039.8082254,0,54,381
1624274039.8082426,0,44,280
1624274039.8241363,0,49,79
1624274039.8242743,0,54,380
1624274039.824456,0,44,271
1624274039.8246176,0,54,389
1624274039.8406467,0,44,267
1624274039.8411036,0,49,78
1624274039.841187,0,54,386
1624274039.8413174,0,44,266
1624274039.841496,0,49,77
1624274039.8560312,0,54,394
1624274039.856315,0,44,264
1624274039.856376,0,54,403
1624274039.8565474,0,44,255
1624274039.8721323,0,49,76
1624274039.8723981,0,54,412
1624274039.8726008,0,44,247
1624274039.8727882,0,49,77
1624274039.8729467,0,54,413
1624274039.888009,0,44,243
1624274039.8881989,0,49,78
1624274039.8883626,0,54,388
1624274039.8885558,0,44,239
1624274039.9045057,0,54,377
1624274039.9048376,0,44,237
1624274039.905149,0,54,366
1624274039.9198306,0,44,234
1624274039.9200296,0,49,77
1624274039.9202328,0,54,368
1624274039.9203968,0,44,233
1624274039.9362457,0,44,229
1624274039.936431,0,49,76
1624274039.9365838,0,54,366
1624274039.9521248,0,54,368
1624274039.9522963,0,44,228
1624274039.9524667,0,49,77
1624274039.9526393,0,54,370
1624274039.968721,0,44,226
1624274039.9690063,0,54,377
1624274039.9691994,0,44,225
1624274039.9840493,0,54,368
1624274039.9842498,0,44,222
1624274039.9844525,0,49,76
1624274039.9846737,0,54,346
1624274040.000017,0,44,219
1624274040.0001147,0,49,77
1624274040.000311,0,54,335
1624274040.0004284,0,44,218
1624274040.0161176,0,54,316
1624274040.0163023,0,44,215
1624274040.0165236,0,54,307
1624274040.0166051,0,44,216
1624274040.0320163,0,49,78
1624274040.0328693,0,54,303
1624274040.0330443,0,49,77
1624274040.0332801,0,54,292
1624274040.0480664,0,44,215
1624274040.0482552,0,49,76
1624274040.0482748,0,54,281
1624274040.0483053,0,44,212
1624274040.0640721,0,49,74
1624274040.064243,0,54,271
1624274040.0644116,0,44,209
1624274040.0646484,0,49,73
1624274040.0647135,0,54,257
1624274040.0802498,0,44,208
1624274040.0803862,0,49,72
1624274040.080405,0,54,248
1624274040.0804172,0,44,206
1624274040.096517,0,54,246
1624274040.096862,0,44,205
1624274040.0969226,0,49,71
1624274040.0970886,0,54,244
1624274040.1120985,0,49,72
1624274040.1123657,0,54,240
1624274040.1123824,0,44,203
1624274040.1124067,0,49,71
1624274040.1125221,0,54,236
1624274040.1278834,0,44,201
1624274040.1282203,0,54,235
1624274040.1440315,0,54,230
1624274040.1441712,0,44,200
1624274040.1443338,0,54,227
1624274040.1606338,0,49,70
1624274040.1608922,0,44,199
1624274040.1759934,0,54,224
1624274040.176274,0,44,197
1624274040.1762912,0,54,225
1624274040.191927,0,49,69
1624274040.1921062,0,54,224
1624274040.1922991,0,54,223
1624274040.2079885,0,44,196
1624274040.2081711,0,54,220
1624274040.2083855,0,44,194
1624274040.223915,0,49,68
1624274040.2249672,0,54,219
1624274040.2249916,0,44,192
1624274040.2256048,0,49,67
1624274040.225652,0,54,217
1624274040.2400692,0,44,191
1624274040.240315,0,54,212
1624274040.2404096,0,44,190
1624274040.255947,0,54,208
1624274040.2561371,0,44,189
1624274040.256567,0,44,187
1624274040.2720637,0,54,206
1624274040.27222,0,44,185
1624274040.2723472,0,49,66
1624274040.272505,0,54,203
1624274040.288657,0,44,183
1624274040.2888703,0,54,202
1624274040.2890713,0,44,182
1624274040.304107,0,49,65
1624274040.3042703,0,54,204
