timestamp,isNeg,taxel_id,adc
1623940305.3674748,0,22,830
1623940305.3676562,0,22,398
1623940305.3836029,0,22,282
1623940305.383636,0,22,248
1623940305.3997915,0,22,233
1623940305.4154165,0,22,224
1623940305.415543,0,61,969
1623940305.4157243,0,22,229
1623940305.431928,0,61,840
1623940305.431951,0,22,232
1623940305.4319682,0,61,782
1623940305.4477136,0,22,230
1623940305.447947,0,61,746
1623940305.4479682,0,61,731
1623940305.464107,0,22,229
1623940305.4642437,0,61,713
1623940305.4644535,0,22,228
1623940305.4793832,0,61,670
1623940305.4794054,0,61,651
1623940305.4954362,0,61,625
1623940305.4954484,0,22,225
1623940305.5115237,0,61,616
1623940305.5115347,0,22,220
1623940305.5115397,0,61,613
1623940305.5277598,0,22,212
1623940305.5280225,0,61,593
1623940305.528262,0,22,203
1623940305.5282786,0,61,582
1623940305.5435812,0,22,197
1623940305.5436103,0,61,578
1623940305.5437655,0,22,196
1623940305.5593083,0,61,566
1623940305.559583,0,22,198
1623940305.559641,0,61,557
1623940305.5756454,0,61,550
1623940305.5756612,0,22,197
1623940305.5919886,0,61,547
1623940305.5921457,0,22,198
1623940305.5924523,0,61,539
1623940305.6075675,0,22,193
1623940305.6078663,0,61,526
1623940305.608407,0,22,189
1623940305.608568,0,61,519
1623940305.623606,0,22,193
1623940305.6236384,0,62,973
1623940305.6238163,0,61,535
1623940305.6239526,0,22,199
1623940305.6241043,0,62,779
1623940305.6395445,0,61,544
1623940305.6397066,0,22,171
1623940305.6399,0,62,717
1623940305.6401083,0,61,537
1623940305.656195,0,22,154
1623940305.6563938,0,62,687
1623940305.6566312,0,61,525
1623940305.6567893,0,22,146
1623940305.6570723,0,62,635
1623940305.6717024,0,61,521
1623940305.6717274,0,22,142
1623940305.67199,0,62,555
1623940305.672012,0,61,526
1623940305.6875794,0,22,138
1623940305.6877358,0,62,510
1623940305.6879616,0,61,519
1623940305.6880069,0,22,136
1623940305.6881666,0,62,490
1623940305.6883147,0,61,518
1623940305.7038367,0,22,133
1623940305.7040017,0,62,485
1623940305.7041976,0,61,516
1623940305.7042143,0,22,131
1623940305.704232,0,62,484
1623940305.7198057,0,61,512
1623940305.720146,0,22,129
1623940305.7202137,0,62,481
1623940305.720237,0,61,508
1623940305.735452,0,22,127
1623940305.735788,0,62,469
1623940305.7361035,0,61,509
1623940305.7363148,0,22,126
1623940305.7363288,0,62,457
1623940305.7514362,0,61,507
1623940305.7516582,0,22,125
1623940305.7518609,0,62,446
1623940305.7520175,0,61,501
1623940305.767598,0,22,124
1623940305.7678,0,62,444
1623940305.7679007,0,61,505
1623940305.7680516,0,22,122
1623940305.768312,0,62,441
1623940305.7683692,0,61,506
1623940305.7838852,0,22,120
1623940305.7842848,0,62,440
1623940305.7847042,0,61,508
1623940305.784853,0,62,439
1623940305.7995796,0,61,499
1623940305.799596,0,22,119
1623940305.7996104,0,62,435
1623940305.7996223,0,61,503
1623940305.815611,0,22,120
1623940305.8156307,0,62,430
1623940305.8157005,0,61,504
1623940305.815726,0,22,119
1623940305.8157432,0,62,427
1623940305.8314106,0,61,514
1623940305.831487,0,22,120
1623940305.8315072,0,62,432
1623940305.8315194,0,61,521
1623940305.8476748,0,22,121
1623940305.848286,0,62,439
1623940305.848326,0,61,518
1623940305.8484304,0,62,437
1623940305.8484492,0,61,519
1623940305.863416,0,62,431
1623940305.8634307,0,61,513
1623940305.863518,0,62,430
1623940305.8792276,0,61,514
1623940305.879344,0,22,122
1623940305.8795562,0,62,433
1623940305.8795753,0,61,520
1623940305.8953636,0,67,1000
1623940305.8955166,0,22,123
1623940305.8956456,0,62,439
1623940305.895887,0,61,528
1623940305.896045,0,67,806
1623940305.896069,0,22,125
