timestamp,isNeg,taxel_id,adc
1623930380.7741697,0,3,1016
1623930380.7900565,0,3,1007
1623930380.7902455,0,3,996
1623930380.8065202,0,3,992
1623930380.8220522,0,3,988
1623930380.8221974,0,3,974
1623930380.838053,0,3,964
1623930380.8540726,0,3,961
1623930380.8542445,0,3,960
1623930380.870637,0,3,958
1623930380.8708003,0,3,954
1623930380.8862398,0,3,952
1623930380.9021428,0,3,949
1623930380.9022598,0,3,948
1623930380.9180727,0,3,947
1623930380.9346948,0,3,946
1623930380.9348545,0,3,945
1623930380.950334,0,3,943
1623930380.9503517,0,3,942
1623930380.9661877,0,3,941
1623930380.9822524,0,3,940
1623930380.9822686,0,3,942
1623930381.0145948,0,3,938
1623930381.0151336,0,3,936
1623930381.03033,0,3,934
1623930381.0303934,0,3,932
1623930381.0461013,0,3,931
1623930381.0947208,0,3,929
1623930381.0948558,0,3,930
1623930381.1100574,0,3,929
1623930381.1421404,0,3,930
1623930381.1423974,0,3,931
1623930381.1582806,0,3,929
1623930381.1740437,0,3,931
1623930381.1741893,0,3,930
1623930381.1900852,0,3,933
1623930381.1902907,0,3,935
1623930381.2060199,0,3,933
1623930381.2221708,0,3,932
1623930381.2230468,0,3,933
1623930381.2379951,0,3,940
1623930381.2540126,0,3,950
1623930381.2542074,0,10,829
1623930381.2544358,0,3,955
1623930381.2546291,0,10,714
1623930381.2700381,0,3,950
1623930381.2703202,0,10,663
1623930381.2704947,0,3,949
1623930381.2865317,0,10,555
1623930381.286948,0,10,435
1623930381.3020802,0,3,957
1623930381.3022308,0,10,367
1623930381.3023233,0,3,960
1623930381.3180335,0,10,336
1623930381.3181467,0,3,956
1623930381.3183446,0,10,326
1623930381.3340583,0,3,953
1623930381.3342059,0,10,323
1623930381.3343701,0,10,319
1623930381.3502426,0,3,954
1623930381.3661807,0,10,313
1623930381.3663468,0,3,956
1623930381.3665197,0,10,300
1623930381.382255,0,3,960
1623930381.3824966,0,10,299
1623930381.3826408,0,3,963
1623930381.397981,0,3,959
1623930381.3981972,0,10,290
1623930381.4140038,0,3,961
1623930381.4149833,0,10,285
1623930381.4152002,0,3,963
1623930381.4154427,0,10,286
1623930381.4300008,0,3,967
1623930381.4301665,0,10,291
1623930381.430435,0,3,972
1623930381.4458914,0,10,293
1623930381.4620793,0,10,294
1623930381.4623609,0,3,976
1623930381.4785204,0,10,291
1623930381.4787054,0,3,975
1623930381.4790223,0,10,297
1623930381.494027,0,10,318
1623930381.4942117,0,3,979
1623930381.4943686,0,10,308
1623930381.510028,0,3,981
1623930381.51022,0,10,290
1623930381.5103836,0,3,980
1623930381.526284,0,10,282
1623930381.5264416,0,3,981
1623930381.5264602,0,10,278
1623930381.5425568,0,10,274
1623930381.558103,0,10,272
1623930381.5583377,0,10,270
1623930381.574079,0,3,982
1623930381.5742216,0,10,269
1623930381.5744088,0,3,981
1623930381.5745852,0,10,268
1623930381.5901973,0,3,983
1623930381.5902126,0,10,267
1623930381.6068745,0,3,982
1623930381.6220572,0,3,981
1623930381.6222618,0,3,979
1623930381.6381338,0,10,265
1623930381.6382282,0,3,978
1623930381.6541228,0,3,980
1623930381.654282,0,3,981
1623930381.6544397,0,10,263
1623930381.6705105,0,3,983
1623930381.6708882,0,10,256
1623930381.6710181,0,3,987
1623930381.6862018,0,10,251
1623930381.686358,0,3,978
1623930381.6863787,0,10,246
1623930381.7022736,0,3,980
1623930381.7022994,0,10,242
1623930381.7023475,0,3,987
1623930381.718219,0,10,238
1623930381.7183425,0,3,988
1623930381.7183616,0,10,223
1623930381.734556,0,3,989
1623930381.7348673,0,10,203
1623930381.7350168,0,3,1000
1623930381.7351289,0,10,196
1623930381.7501283,0,3,1005
1623930381.7503603,0,10,192
1623930381.7503815,0,3,1013
1623930381.7660422,0,10,184
1623930381.7662222,0,3,1021
1623930381.7664196,0,10,177
1623930381.782022,0,3,1023
1623930381.7821739,0,10,172
1623930381.7986546,0,10,170
1623930381.7990086,0,10,167
1623930381.8140514,0,10,165
1623930381.830121,0,10,163
1623930381.8462837,0,10,162
1623930381.8463018,0,10,160
1623930381.8785467,0,10,161
1623930381.8788555,0,10,159
1623930381.8940802,0,10,158
1623930381.8941357,0,10,156
1623930381.9260557,0,10,157
1623930381.9262183,0,10,156
1623930381.9424982,0,10,155
1623930381.9581017,0,10,154
1623930382.0065956,0,10,153
1623930382.006861,0,10,151
1623930382.038076,0,10,152
1623930382.0540204,0,10,150
1623930382.086515,0,10,149
1623930382.1020555,0,10,148
1623930382.1661088,0,10,147
1623930382.1981506,0,10,146
1623930382.2464833,0,10,145
1623930382.2469532,0,10,146
1623930382.2621286,0,10,145
1623930382.262146,0,44,1018
1623930382.2783983,0,10,147
1623930382.278532,0,44,965
1623930382.2785459,0,10,149
1623930382.2786689,0,44,744
1623930382.2942455,0,10,150
1623930382.2942643,0,44,632
1623930382.3107202,0,44,598
1623930382.3109684,0,10,151
1623930382.3111129,0,44,589
1623930382.3262305,0,10,152
1623930382.3263044,0,44,568
1623930382.3422635,0,44,537
1623930382.3422804,0,10,151
1623930382.3422945,0,44,526
1623930382.3581314,0,44,496
1623930382.3581455,0,44,456
1623930382.374624,0,44,437
1623930382.390246,0,44,433
1623930382.3902886,0,44,429
1623930382.406155,0,44,418
1623930382.4061723,0,10,150
1623930382.4221783,0,44,412
1623930382.4222963,0,10,149
1623930382.4223092,0,44,408
1623930382.438542,0,10,150
1623930382.438775,0,44,407
1623930382.4389527,0,44,393
1623930382.4541116,0,44,386
1623930382.4703724,0,44,376
1623930382.4703925,0,10,148
1623930382.470411,0,44,368
1623930382.4862146,0,44,364
1623930382.4862297,0,10,149
1623930382.5025434,0,44,362
1623930382.5029016,0,44,361
1623930382.5181942,0,10,150
1623930382.5183105,0,44,357
1623930382.5183587,0,10,149
1623930382.5184684,0,44,353
1623930382.5339296,0,10,148
1623930382.534208,0,44,347
1623930382.5342984,0,10,147
1623930382.5501776,0,44,344
1623930382.5501912,0,44,343
1623930382.5666764,0,10,148
1623930382.5668874,0,44,342
1623930382.567026,0,10,147
1623930382.5981352,0,10,146
1623930382.5983167,0,44,340
1623930382.5984735,0,10,145
1623930382.5986602,0,44,339
1623930382.614275,0,10,146
1623930382.6142948,0,44,337
1623930382.6299796,0,44,335
1623930382.6307933,0,44,334
1623930382.6461277,0,44,327
1623930382.646194,0,10,145
1623930382.6620204,0,44,323
1623930382.66231,0,10,144
1623930382.6623418,0,44,320
1623930382.6779714,0,44,319
1623930382.6939821,0,44,317
1623930382.710022,0,44,315
1623930382.726087,0,10,143
1623930382.726209,0,44,314
1623930382.7421508,0,44,313
1623930382.742247,0,10,142
1623930382.7580347,0,10,143
1623930382.758874,0,44,312
1623930382.7589478,0,44,311
1623930382.7741058,0,44,309
1623930382.7900531,0,44,308
1623930382.8060744,0,44,307
1623930382.8062246,0,10,142
1623930382.822589,0,44,306
1623930382.8227844,0,10,143
1623930382.8229487,0,44,307
1623930382.8381748,0,44,306
1623930382.8381896,0,44,305
